FMID,MarketName,street,city,County,State,zip,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,latitude,logitude
1010487,Abingdon Farmers Market,Corner of Remsburg Drive & Cummings Street,Abingdon,Washington,Virginia,24210,SAT: 10:00 AM-12:00 PM;,SAT: 10:00 AM-12:00 PM;,SAT: 10:00 AM-12:00 PM;,TUE: 3PM-6PM;SAT: 8AM-1PM;SAT: 10:00 AM-12:00 PM;,TUE: 3PM-6PM;SAT: 8AM-1PM;,TUE: 3PM-6PM;SAT: 8AM-1PM;,TUE: 3PM-6PM;SAT: 8AM-1PM;,TUE: 3PM-6PM;SAT: 8AM-1PM;,TUE: 3PM-6PM;SAT: 8AM-1PM;,TUE: 3PM-6PM;SAT: 8AM-1PM;,TUE: 3PM-6PM;SAT: 8AM-1PM;SAT: 10:00 AM-12:00 PM;,SAT: 10:00 AM-12:00 PM;,-81.977094,36.708934
1000065,Abingdon Square Greenmarket,W12 St. & 8th Avenue,New York,New York,New York,10014,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,-74.00528,40.737177
1006988,Abington,362 Plymouth Street,Abington,Plymouth,Massachusetts,02351,,,,,,,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,,,,-70.9369,42.119
1011313,Abita Springs Farmers Market,22049 Main Street,Abita Springs,St. Tammany,Louisiana,70420,SUN: 12:00 AM-4:00 PM;,SUN: 12:00 AM-4:00 PM;,SUN: 12:00 AM-4:00 PM;,SUN: 12:00 AM-4:00 PM;,SUN: 12:00 AM-4:00 PM;,SUN: 12:00 AM-4:00 PM;,SUN: 12:00 AM-4:00 PM;,SUN: 12:00 AM-4:00 PM;,SUN: 12:00 AM-4:00 PM;,SUN: 12:00 AM-4:00 PM;,SUN: 12:00 AM-4:00 PM;,SUN: 12:00 AM-4:00 PM;,-90.03891290000001,30.4793215
1004762,ABQ Uptown Growers' Market,NE parking lot of ABQ Uptown shopping center,Albququerque,Bernalillo,New Mexico,,,,,,,,,,,SAT: 7:00 AM-12:00 PM;,,,-106.56583799999999,35.103988
1008461,Acme Ranch Truck Patch,RR1 Box 146,Birch Tree,Shannon,Missouri,65438,,,,,,,,,,,,,-91.492638,36.991165
1011180,Acreage Green Market,6701 140th Ave. North,Loxahatchee,Palm Beach,Florida,33470,,,,,SUN: 9:00 AM-2:00 PM;,SUN: 9:00 AM-1:00 PM;,,,,,,,-80.263351,26.775639
1003469,Acton-Boxborough Farmers Market,1 Pearl Street,Acton,Middlesex,Massachusetts,01720,,,,,,SUN:10:00 AM - 1:00 PM;,SUN:10:00 AM - 1:00 PM;,SUN:10:00 AM - 1:00 PM;,SUN:10:00 AM - 1:00 PM;,SUN:10:00 AM - 1:00 PM;,,,-71.47415,42.47518
1018003,Acushnet Farmers Market,186 Leonard Street,Acushnet,Bristol,Massachusetts,02743,,,,,,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,,,,-70.900856,41.7200523
1001393,Ada Farmer's Market,12th Street and Townsend,Ada,Pontotoc,Oklahoma,74820,,,,WED: 7:00 AM-;SAT: 7:00 AM-;,WED: 7:00 AM-;SAT: 7:00 AM-;,WED: 7:00 AM-;SAT: 7:00 AM-;,WED: 7:00 AM-;SAT: 7:00 AM-;,WED: 7:00 AM-;SAT: 7:00 AM-;,WED: 7:00 AM-;SAT: 7:00 AM-;,WED: 7:00 AM-;SAT: 7:00 AM-;,WED: 7:00 AM-;SAT: 7:00 AM-;,,-96.679869,34.773589
1001083,Ada Farmers' Market,7239 Thornapple River Drive,Ada,Kent,Michigan,49301,,,,,,TUE: 11:00 AM-4:00 PM;,TUE: 11:00 AM-4:00 PM;,TUE: 11:00 AM-4:00 PM;,TUE: 11:00 AM-4:00 PM;,TUE: 11:00 AM-4:00 PM;,,,-85.4889683,42.955371500000005
1010467,Adairsville Farmers' Market,7446 Ga 140,Adairsville,Bartow,Georgia,30103,,,,,,SUN: 8:00 AM-11:30 PM;,SUN: 8:00 AM-11:30 PM;,SUN: 8:00 AM-11:30 PM;,SUN: 8:00 AM-11:30 PM;,,,,-84.929569,34.375727000000005
1017937,Adams County Farmers' Market Association (PA),103 Carlisle Street,Gettysburg Borough,Adams,Pennsylvania,17325,,,,,,,,,,,,,-77.22934000000001,39.834024
1011322,Adams County Farmers' Market Association (PA),Lincoln Square,Gettysburg,Adams,Pennsylvania,17325,,,,,THU: 2:00 PM-6:00 PM;,,,,,,,,-77.23076400000001,39.830706
1010354,Adams Farmers' & Artisans' Market,Adams Visitors Center 3 Hoosac Street,Adams,Berkshire,Massachusetts,01220,,,,,,,SUN: 11:00 AM-2:00 PM;,SUN: 11:00 AM-2:00 PM;,SUN: 11:00 AM-2:00 PM;,,,,-73.118003,42.6244919
1018278,Adams Morgan Farmer Market,"18th Street and Columbia Rd, NW","Washington, Dc",District Of Columbia,District Of Columbia,20009,,,,,,,,,,,,,-77.04266740000001,38.9226795
1008961,Adaptations' Fresh Feast,79-7500 Mamalahoa Highway,Kealakekua,Hawaii,Hawaii,96750,MON: 8:00 AM-4:00 PM;TUE: 8:00 AM-4:00 PM;WED: 8:00 AM-4:00 PM;THU: 8:00 AM-4:00 PM;FRI: 8:00 AM-4:00 PM;SUN: 12:00 PM-4:00 PM;,MON: 8:00 AM-4:00 PM;TUE: 8:00 AM-4:00 PM;WED: 8:00 AM-4:00 PM;THU: 8:00 AM-4:00 PM;FRI: 8:00 AM-4:00 PM;SUN: 12:00 PM-4:00 PM;,MON: 8:00 AM-4:00 PM;TUE: 8:00 AM-4:00 PM;WED: 8:00 AM-4:00 PM;THU: 8:00 AM-4:00 PM;FRI: 8:00 AM-4:00 PM;SUN: 12:00 PM-4:00 PM;,MON: 8:00 AM-4:00 PM;TUE: 8:00 AM-4:00 PM;WED: 8:00 AM-4:00 PM;THU: 8:00 AM-4:00 PM;FRI: 8:00 AM-4:00 PM;SUN: 12:00 PM-4:00 PM;,MON: 8:00 AM-4:00 PM;TUE: 8:00 AM-4:00 PM;WED: 8:00 AM-4:00 PM;THU: 8:00 AM-4:00 PM;FRI: 8:00 AM-4:00 PM;SUN: 12:00 PM-4:00 PM;,MON: 8:00 AM-4:00 PM;TUE: 8:00 AM-4:00 PM;WED: 8:00 AM-4:00 PM;THU: 8:00 AM-4:00 PM;FRI: 8:00 AM-4:00 PM;SUN: 12:00 PM-4:00 PM;,MON: 8:00 AM-4:00 PM;TUE: 8:00 AM-4:00 PM;WED: 8:00 AM-4:00 PM;THU: 8:00 AM-4:00 PM;FRI: 8:00 AM-4:00 PM;SUN: 12:00 PM-4:00 PM;,MON: 8:00 AM-4:00 PM;TUE: 8:00 AM-4:00 PM;WED: 8:00 AM-4:00 PM;THU: 8:00 AM-4:00 PM;FRI: 8:00 AM-4:00 PM;SUN: 12:00 PM-4:00 PM;,MON: 8:00 AM-4:00 PM;TUE: 8:00 AM-4:00 PM;WED: 8:00 AM-4:00 PM;THU: 8:00 AM-4:00 PM;FRI: 8:00 AM-4:00 PM;SUN: 12:00 PM-4:00 PM;,MON: 8:00 AM-4:00 PM;TUE: 8:00 AM-4:00 PM;WED: 8:00 AM-4:00 PM;THU: 8:00 AM-4:00 PM;FRI: 8:00 AM-4:00 PM;SUN: 12:00 PM-4:00 PM;,MON: 8:00 AM-4:00 PM;TUE: 8:00 AM-4:00 PM;WED: 8:00 AM-4:00 PM;THU: 8:00 AM-4:00 PM;FRI: 8:00 AM-4:00 PM;SUN: 12:00 PM-4:00 PM;,MON: 8:00 AM-4:00 PM;TUE: 8:00 AM-4:00 PM;WED: 8:00 AM-4:00 PM;THU: 8:00 AM-4:00 PM;FRI: 8:00 AM-4:00 PM;SUN: 12:00 PM-4:00 PM;,-155.923558,19.525757000000002
1012288,Adrian Farmers Market,115 Toledo Street,Adrian,Lenawee,Michigan,49221,,,,,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,,,-84.034589,41.900169
1011214,Aenon Baptist Church Farm Stand,175 Genesee Street,Rochester,Monroe,New York,14611,,,,,,,,,,,,,-77.63607640000001,43.1466026
1008667,Afton Village Farmers Market,5401 Village Drive,Concord,Cabarrus,North Carolina,28027,THU: 4:00 PM-7:00 PM;,THU: 4:00 PM-7:00 PM;,THU: 4:00 PM-7:00 PM;,THU: 4:00 PM-7:00 PM;,THU: 4:00 PM-7:00 PM;,THU: 4:00 PM-7:00 PM;,THU: 4:00 PM-7:00 PM;,THU: 4:00 PM-7:00 PM;,THU: 4:00 PM-7:00 PM;,THU: 4:00 PM-7:00 PM;,THU: 4:00 PM-7:00 PM;,THU: 4:00 PM-7:00 PM;,-80.670172,35.414038
1012233,Agricenter International Farmers Market,7777 Walnut Grove Road,Memphis,Shelby,Tennessee,38120,,,,,MON: 7:30 AM-5:30 PM;TUE: 7:30 AM-5:30 PM;WED: 7:30 AM-5:30 PM;THU: 7:30 AM-5:30 PM;FRI: 7:30 AM-5:30 PM;SAT: 7:00 AM-5:30 PM;,MON: 7:30 AM-5:30 PM;TUE: 7:30 AM-5:30 PM;WED: 7:30 AM-5:30 PM;THU: 7:30 AM-5:30 PM;FRI: 7:30 AM-5:30 PM;SAT: 7:00 AM-5:30 PM;,MON: 7:30 AM-5:30 PM;TUE: 7:30 AM-5:30 PM;WED: 7:30 AM-5:30 PM;THU: 7:30 AM-5:30 PM;FRI: 7:30 AM-5:30 PM;SAT: 7:00 AM-5:30 PM;,MON: 7:30 AM-5:30 PM;TUE: 7:30 AM-5:30 PM;WED: 7:30 AM-5:30 PM;THU: 7:30 AM-5:30 PM;FRI: 7:30 AM-5:30 PM;SAT: 7:00 AM-5:30 PM;,MON: 7:30 AM-5:30 PM;TUE: 7:30 AM-5:30 PM;WED: 7:30 AM-5:30 PM;THU: 7:30 AM-5:30 PM;FRI: 7:30 AM-5:30 PM;SAT: 7:00 AM-5:30 PM;,MON: 7:30 AM-5:30 PM;TUE: 7:30 AM-5:30 PM;WED: 7:30 AM-5:30 PM;THU: 7:30 AM-5:30 PM;FRI: 7:30 AM-5:30 PM;SAT: 7:00 AM-5:30 PM;,,,-89.8037477,35.128865999999995
1003562,Agritopia Farm Stand,3000 E. Ray Road (Higley & Ray),Gilbert,Maricopa,Arizona,85233,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-111.726215,33.321658
1011830,Ahwatukee Farmers Market,4700 E. Warner Road,Phoenix,Maricopa,Arizona,,,,,,,SUN: 8:00 AM-11:00 AM;,SUN: 8:00 AM-11:00 AM;,SUN: 8:00 AM-11:00 AM;,SUN: 8:00 AM-11:00 AM;,,,,-111.98324199999999,33.331331
1008054,Airport Farmers and Flea Market,17375 Spring Hill Drive,Brooksville,Hernando,Florida,34604,SAT: 8:00 AM-3:00 PM;SUN: 8:00 AM-3:00 PM;,SAT: 8:00 AM-3:00 PM;SUN: 8:00 AM-3:00 PM;,SAT: 8:00 AM-3:00 PM;SUN: 8:00 AM-3:00 PM;,SAT: 8:00 AM-3:00 PM;SUN: 8:00 AM-3:00 PM;,SAT: 8:00 AM-3:00 PM;SUN: 8:00 AM-3:00 PM;,SAT: 8:00 AM-3:00 PM;SUN: 8:00 AM-3:00 PM;,SAT: 8:00 AM-3:00 PM;SUN: 8:00 AM-3:00 PM;,SAT: 8:00 AM-3:00 PM;SUN: 8:00 AM-3:00 PM;,SAT: 8:00 AM-3:00 PM;SUN: 8:00 AM-3:00 PM;,SAT: 8:00 AM-3:00 PM;SUN: 8:00 AM-3:00 PM;,SAT: 8:00 AM-3:00 PM;SUN: 8:00 AM-3:00 PM;,SAT: 8:00 AM-3:00 PM;SUN: 8:00 AM-3:00 PM;,-82.441117,28.481140000000003
1011967,Akers of Strawberries,1054 Melton Road,Baker,Okaloosa,Florida,32531,MON: 7:00 AM-5:00 PM;TUE: 7:00 AM-5:00 PM;WED: 7:00 AM-5:00 PM;THU: 7:00 AM-5:00 PM;FRI: 7:00 AM-5:00 PM;SAT: 7:00 AM-2:00 PM;,MON: 7:00 AM-5:00 PM;TUE: 7:00 AM-5:00 PM;WED: 7:00 AM-5:00 PM;THU: 7:00 AM-5:00 PM;FRI: 7:00 AM-5:00 PM;SAT: 7:00 AM-2:00 PM;,MON: 9:00 AM-5:00 PM;TUE: 9:00 AM-5:00 PM;WED: 9:00 AM-5:00 PM;THU: 9:00 AM-5:00 PM;FRI: 9:00 AM-5:00 PM;SAT: 9:00 AM-5:00 PM;SUN: 12:00 PM-5:00 PM;MON: 7:00 AM-5:00 PM;TUE: 7:00 AM-5:00 PM;WED: 7:00 AM-5:00 PM;THU: 7:00 AM-5:00 PM;FRI: 7:00 AM-5:00 PM;SAT: 7:00 AM-2:00 PM;,MON: 9:00 AM-5:00 PM;TUE: 9:00 AM-5:00 PM;WED: 9:00 AM-5:00 PM;THU: 9:00 AM-5:00 PM;FRI: 9:00 AM-5:00 PM;SAT: 9:00 AM-5:00 PM;SUN: 12:00 PM-5:00 PM;MON: 7:00 AM-5:00 PM;TUE: 7:00 AM-5:00 PM;WED: 7:00 AM-5:00 PM;THU: 7:00 AM-5:00 PM;FRI: 7:00 AM-5:00 PM;SAT: 7:00 AM-2:00 PM;,MON: 9:00 AM-5:00 PM;TUE: 9:00 AM-5:00 PM;WED: 9:00 AM-5:00 PM;THU: 9:00 AM-5:00 PM;FRI: 9:00 AM-5:00 PM;SAT: 9:00 AM-5:00 PM;SUN: 12:00 PM-5:00 PM;MON: 7:00 AM-5:00 PM;TUE: 7:00 AM-5:00 PM;WED: 7:00 AM-5:00 PM;THU: 7:00 AM-5:00 PM;FRI: 7:00 AM-5:00 PM;SAT: 7:00 AM-2:00 PM;,MON: 9:00 AM-5:00 PM;TUE: 9:00 AM-5:00 PM;WED: 9:00 AM-5:00 PM;THU: 9:00 AM-5:00 PM;FRI: 9:00 AM-5:00 PM;SAT: 9:00 AM-5:00 PM;SUN: 12:00 PM-5:00 PM;MON: 7:00 AM-5:00 PM;TUE: 7:00 AM-5:00 PM;WED: 7:00 AM-5:00 PM;THU: 7:00 AM-5:00 PM;FRI: 7:00 AM-5:00 PM;SAT: 7:00 AM-2:00 PM;,MON: 9:00 AM-5:00 PM;TUE: 9:00 AM-5:00 PM;WED: 9:00 AM-5:00 PM;THU: 9:00 AM-5:00 PM;FRI: 9:00 AM-5:00 PM;SAT: 9:00 AM-5:00 PM;SUN: 12:00 PM-5:00 PM;MON: 7:00 AM-5:00 PM;TUE: 7:00 AM-5:00 PM;WED: 7:00 AM-5:00 PM;THU: 7:00 AM-5:00 PM;FRI: 7:00 AM-5:00 PM;SAT: 7:00 AM-2:00 PM;,MON: 7:00 AM-5:00 PM;TUE: 7:00 AM-5:00 PM;WED: 7:00 AM-5:00 PM;THU: 7:00 AM-5:00 PM;FRI: 7:00 AM-5:00 PM;SAT: 7:00 AM-2:00 PM;,THU: 9:00 AM-5:00 PM;FRI: 9:00 AM-11:00 PM;SAT: 9:00 AM-11:00 PM;SUN: 6:00 PM-;MON: 7:00 AM-5:00 PM;TUE: 7:00 AM-5:00 PM;WED: 7:00 AM-5:00 PM;THU: 7:00 AM-5:00 PM;FRI: 7:00 AM-5:00 PM;SAT: 7:00 AM-2:00 PM;,THU: 9:00 AM-5:00 PM;FRI: 9:00 AM-11:00 PM;SAT: 9:00 AM-11:00 PM;SUN: 6:00 PM-;MON: 7:00 AM-5:00 PM;TUE: 7:00 AM-5:00 PM;WED: 7:00 AM-5:00 PM;THU: 7:00 AM-5:00 PM;FRI: 7:00 AM-5:00 PM;SAT: 7:00 AM-2:00 PM;,THU: 9:00 AM-5:00 PM;FRI: 9:00 AM-11:00 PM;SAT: 9:00 AM-11:00 PM;SUN: 6:00 PM-;MON: 7:00 AM-5:00 PM;TUE: 7:00 AM-5:00 PM;WED: 7:00 AM-5:00 PM;THU: 7:00 AM-5:00 PM;FRI: 7:00 AM-5:00 PM;SAT: 7:00 AM-2:00 PM;,MON: 7:00 AM-5:00 PM;TUE: 7:00 AM-5:00 PM;WED: 7:00 AM-5:00 PM;THU: 7:00 AM-5:00 PM;FRI: 7:00 AM-5:00 PM;SAT: 7:00 AM-2:00 PM;,-86.70128129999999,30.7986832
1004086,Alabama Gulf Coast Market,22250 PeRoadido Beach BoulevaRoad,Gulf Shores,Baldwin,Alabama,36542,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,-87.65585,30.250746000000003
1008612,Alachua County Farmers' Market,5920 NW 13th Street,Gainesville,Alachua,Florida,32653,SUN: 8:30 AM-1:00 PM;,SUN: 8:30 AM-1:00 PM;,SUN: 8:30 AM-1:00 PM;,SUN: 8:30 AM-1:00 PM;,SUN: 8:30 AM-1:00 PM;,SUN: 8:30 AM-1:00 PM;,SUN: 8:30 AM-1:00 PM;,SUN: 8:30 AM-1:00 PM;,SUN: 8:30 AM-1:00 PM;,SUN: 8:30 AM-1:00 PM;,SUN: 8:30 AM-1:00 PM;,SUN: 8:30 AM-1:00 PM;,-82.352515,29.710665000000002
1009019,Alameda Farmers' Market,Haight and WebStreeter Street,Alameda,Alameda,California,,TUE: 9:00 AM-1:00 PM;SAT: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;SAT: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;SAT: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;SAT: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;SAT: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;SAT: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;SAT: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;SAT: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;SAT: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;SAT: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;SAT: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;SAT: 9:00 AM-1:00 PM;,-122.276762,37.774248
1004846,Alamo Farmers Market,Buckhorn Ranch Road,Alamo,Lincoln,Nevada,89001,,,,,TUE: 10:00 AM-5:00 PM;WED: 10:00 AM-5:00 PM;THU: 10:00 AM-5:00 PM;FRI: 10:00 AM-5:00 PM;SAT: 10:00 AM-5:00 PM;SUN: -5:00 PM;,,,,,,,,-115.1435,37.33075
1018304,Alamo Heights Farmers Market,255 E Basse,San Antonio,Bexar,Texas,78209,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,SUN: 9:00 AM-1:00 PM;,-98.481174,29.493258
1011033,Alamogordo Farmers' Market in Alameda Park,1987 White Sands Blvd (next to Toy Train Depot),Alamogordo,Otero,New Mexico,88310,,,,,,SAT: 8:30 AM-10:30 AM;,SAT: 8:30 AM-10:30 AM;WED: 5:00 PM-6:00 PM;,SAT: 8:30 AM-10:30 AM;WED: 5:00 PM-6:00 PM;,SAT: 8:30 AM-10:30 AM;WED: 5:00 PM-6:00 PM;,SAT: 8:30 AM-10:30 AM;WED: 5:00 PM-6:00 PM;,,,-105.96099070000001,32.9140955
1004789,Alamogordo Otero County Farmers' Market,401 Fairgrounds Road,Alamogordo,Otero,New Mexico,,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,SAT: 8:30 AM-12:00 PM;,-105.9606,32.92649
1004070,Alamosa Farmers Market,Corner of 6th Street and State Avenue's Municipal Parking Lot,Alamosa,Alamosa,Colorado,81101,,,,,,,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,,,-105.86523600000001,37.468359
1004425,Albany Downtown Farmers Market,Corner of W. Broad Ave. & N. Jackson Street,Albany,Dougherty,Georgia,31702,,,,,SAT:8:00 AM - 2:00 PM;,SAT:8:00 AM - 2:00 PM;,SAT:8:00 AM - 2:00 PM;,SAT:8:00 AM - 2:00 PM;,SAT:8:00 AM - 2:00 PM;,SAT:8:00 AM - 2:00 PM;,SAT:8:00 AM - 2:00 PM;,SAT:8:00 AM - 2:00 PM;,-84.15366,31.57684
1002175,Albany Farmers' Market,4th Avenue & Ellsworth Street,Albany,Linn,Oregon,97321,,,,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,,-123.1061,44.6349
1011108,Albert Lea Farmers Market,104 North Broadway,Albert Lea,Freeborn,Minnesota,,,,,,WED: 4:00 PM-6:00 PM;,WED: 4:00 PM-6:00 PM;,WED: 4:00 PM-6:00 PM;,WED: 4:00 PM-6:00 PM;,WED: 4:00 PM-6:00 PM;,WED: 4:00 PM-6:00 PM;,,,-93.368932,43.650895
1010559,Albion Farmer's Market,211 Market Place,Albion,Cass,Michigan,49224,,,,,WED: 8:30 AM-1:00 PM;SAT: 8:30 AM-1:00 PM;,WED: 8:30 AM-1:00 PM;SAT: 8:30 AM-1:00 PM;,WED: 8:30 AM-1:00 PM;SAT: 8:30 AM-1:00 PM;,WED: 8:30 AM-1:00 PM;SAT: 8:30 AM-1:00 PM;,WED: 8:30 AM-1:00 PM;SAT: 8:30 AM-1:00 PM;,WED: 8:30 AM-1:00 PM;SAT: 8:30 AM-1:00 PM;,,,-84.75156899999999,42.243544
1010407,Albuquerque Downtown Growers' Market,800 Central Avenue,Albuquerque,Bernalillo,New Mexico,87102,,,,,SAT: 7:00 AM-12:00 PM;,SAT: 7:00 AM-12:00 PM;,SAT: 7:00 AM-12:00 PM;,SAT: 7:00 AM-12:00 PM;,SAT: 7:00 AM-12:00 PM;,SAT: 7:00 AM-12:00 PM;,SAT: 7:00 AM-12:00 PM;,,-106.656893,35.085972
1004761,Albuquerque Northeast Farmers' Market,6400 Wyoming Blvd,Albuquerque,Bernalillo,New Mexico,,,,,,,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,,,,-106.55762,35.1506
1002222,Alcona Farmers Market,320 S. State Steet (US23),Harrisville,Alcona,Michigan,48740,,,,SAT:10:00 AM - 1:00 PM;,SAT:10:00 AM - 1:00 PM;,SAT:10:00 AM - 1:00 PM;,SAT:10:00 AM - 1:00 PM;,SAT:10:00 AM - 1:00 PM;,SAT:10:00 AM - 1:00 PM;,SAT:10:00 AM - 1:00 PM;,SAT:10:00 AM - 1:00 PM;,,-83.2973,44.6547
1008252,Alderson Farmers Market,Rt. 3 Main Street,Alderson,Greenbrier,West Virginia,24910,,,,,,,,,,,,,-80.64202399999999,37.725953999999994
1011910,Aledo Farmers Market,128 Elm Street,Aledo,Parker,Texas,76008,,,,MON: 3:00 PM-6:00 PM;,,,,,,,,,-97.602554,32.696496
1010597,Alexander County Farmers Market,280 NC Hwy 16 South,Taylorsville,Alexander,North Carolina,28681,,,,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,,,-81.178122,35.919748
1000519,Alexandria Bay Farmers Market,Route 12,Alexandria Bay,Jefferson,New York,13607,,,,,FRI: 9:00 AM-3:00 PM;,FRI: 9:00 AM-3:00 PM;,FRI: 9:00 AM-3:00 PM;,FRI: 9:00 AM-3:00 PM;,FRI: 9:00 AM-3:00 PM;,,,,-75.9157,44.3314
1018643,Alexandria Farmers Market,2727 Jackson Street,Alexandria,Rapides,Louisiana,71301,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,-92.466449,31.294132
1007366,Alexandria Farmers' Market,2nd and Broadway,Alexandria,Douglas,Minnesota,56308,,,,,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;TUE: 9:00 AM-12:00 PM;THU: 3:00 PM-6:00 PM;,SAT: 9:00 AM-12:00 PM;TUE: 9:00 AM-12:00 PM;THU: 3:00 PM-6:00 PM;,SAT: 9:00 AM-12:00 PM;TUE: 9:00 AM-12:00 PM;THU: 3:00 PM-6:00 PM;,SAT: 9:00 AM-12:00 PM;TUE: 9:00 AM-12:00 PM;THU: 3:00 PM-6:00 PM;,SAT: 9:00 AM-12:00 PM;TUE: 9:00 AM-12:00 PM;THU: 3:00 PM-6:00 PM;,,,-95.376059,45.89074
1011196,Alfred Farmers Market,Bandstand Main Street,Alfred,Allegany,New York,14802,,,,,,,SUN: 11:00 AM-3:00 PM;,SUN: 11:00 AM-3:00 PM;,SUN: 11:00 AM-3:00 PM;,SUN: 11:00 AM-3:00 PM;,,,-77.789505,42.253557
1008835,Alisal Certified Farmers' Market,632 East Alisal Street,Salinas,Monterey,California,93905,,,,,,TUE: 11:00 AM-4:00 PM;,TUE: 11:00 AM-4:00 PM;,TUE: 11:00 AM-4:00 PM;,TUE: 11:00 AM-4:00 PM;,TUE: 11:00 AM-4:00 PM;,,,-121.634178,36.673319
1005548,All Locally Grown Produce,19051 Sw 147 Avenue,Homestead,Miami-dade,Florida,33187,SUN: 1:00 AM-4:00 AM;,SUN: 1:00 AM-4:00 AM;,SUN: 1:00 AM-4:00 AM;,SUN: 1:00 AM-4:00 AM;,,,,,,,SUN: 1:00 AM-4:00 AM;,SUN: 1:00 AM-4:00 AM;,-80.430378,25.50788
